Item No.,Variant Code,Unit of Measure,Reference Type,Reference Type No.,Reference No.,Description,Description 2,Starting Date,Ending Date,Usage Data Supplier Ref. Entry No.
95055K,,CS,Bar Code,,8803743500330,EACH,,2025-04-15,,
95107K,,CS,Bar Code,,18801204009405,CASE,,2025-04-15,,
95107K,,CS,Bar Code,,8801204009408,EACH,,2025-04-15,,
95110K,,CS,Bar Code,,8809751360539,EACH,,2025-04-15,,
95111K,,CS,Bar Code,,8809751360553,EACH,,2025-04-15,,
95112K,,CS,Bar Code,,8809751360560,EACH,,2025-04-15,,
95113K,,CS,Bar Code,,8809751360546,EACH,,2025-04-15,,
95114K,,CS,Bar Code,,8809751360386,EACH,,2025-04-15,,
95115K,,CS,Bar Code,,8809751360409,EACH,,2025-04-15,,
95116K,,CS,Bar Code,,8809751360416,EACH,,2025-04-15,,
95401K,,CS,Bar Code,,10081652954016,CASE,,2025-04-15,,
95401K,,CS,Bar Code,,8809478210001,EACH,,2025-04-15,,
95416K,,CS,Bar Code,,58809002803360,CASE,,2025-04-15,,
95416K,,CS,Bar Code,,8809002803358,EACH,,2025-04-15,,
95417K,,CS,Bar Code,,58809002803360,CASE,,2025-04-15,,
95417K,,CS,Bar Code,,8809002803365,EACH,,2025-04-15,,
95418K,,CS,Bar Code,,38809211014133,CASE,,2025-04-15,,
95418K,,CS,Bar Code,,8809211014132,EACH,,2025-04-15,,
95419K,,CS,Bar Code,,8809211014156,EACH,,2025-04-15,,
95421K,,CS,Bar Code,,081652954217,EACH,,2025-04-15,,
95421K,,CS,Bar Code,,10081652954214,CASE,,2025-04-15,,
95428K,,CS,Bar Code,,10081652954283,CASE,,2025-04-15,,
95428K,,CS,Bar Code,,8809038881122,EACH,,2025-04-15,,
95429K,,CS,Bar Code,,10081652954290,CASE,,2025-04-15,,
95429K,,CS,Bar Code,,8809038881146,EACH,,2025-04-15,,
95431K,,CS,Bar Code,,10081652954313,CASE,,2025-04-15,,
95431K,,CS,Bar Code,,8809038881115,EACH,,2025-04-15,,
95432K,,CS,Bar Code,,10081652954320,CASE,,2025-04-15,,
95432K,,CS,Bar Code,,8809038881108,EACH,,2025-04-15,,
95433K,,CS,Bar Code,,10081652954337,CASE,,2025-04-15,,
95433K,,CS,Bar Code,,8809038881191,EACH,,2025-04-15,,
95455K,,CS,Bar Code,,18801382132483,CASE,,2025-04-15,,
95455K,,CS,Bar Code,,8801382132486,EACH,,2025-04-15,,
95456K,,CS,Bar Code,,18801382132391,CASE,,2025-04-15,,
95456K,,CS,Bar Code,,8801674710835,EACH,,2025-04-15,,
95457K,,CS,Bar Code,,081652954576,EACH,,2025-04-15,,
95457K,,CS,Bar Code,,10081652954573,CASE,,2025-04-15,,
95458K,,CS,Bar Code,,081652954583,EACH,,2025-04-15,,
95458K,,CS,Bar Code,,10081652954580,CASE,,2025-04-15,,
95459K,,CS,Bar Code,,081652954590,EACH,,2025-04-15,,
95459K,,CS,Bar Code,,10081652954597,CASE,,2025-04-15,,
95460K,,CS,Bar Code,,081652954606,EACH,,2025-04-15,,
95460K,,CS,Bar Code,,10081652954603,CASE,,2025-04-15,,
95472K,,CS,Bar Code,,8809033052107,EACH,,2025-04-15,,
95476K,,CS,Bar Code,,18801674811850,CASE,,2025-04-15,,
95476K,,CS,Bar Code,,8801674710835,EACH,,2025-04-15,,
95477K,,CS,Bar Code,,18801674711808,CASE,,2025-04-15,,
95477K,,CS,Bar Code,,8801674711801,EACH,,2025-04-15,,
95486K,,CS,Bar Code,,10081652954863,CASE,,2025-04-15,,
95486K,,CS,Bar Code,,8809092900166,EACH,,2025-04-15,,
95507K,,CS,Bar Code,,8809081260264,EACH,,2025-04-15,,
95507K,,CS,Bar Code,,8809081260318,CASE,,2025-04-15,,
95510K,,CS,Bar Code,,8801566034797,EACH,,2025-04-15,,
95511K,,CS,Bar Code,,8801566036302,EACH,,2025-04-15,,
95515K,,CS,Bar Code,,8801204008586,,,2025-05-01,2025-05-01,
95516K,,CS,Bar Code,,18801204008644,CASE,,2025-04-15,,
95516K,,CS,Bar Code,,8801204008647,EACH,,2025-04-15,,
95518K,,CS,Bar Code,,28803560011477,CASE,,2025-04-15,,
95518K,,CS,Bar Code,,880356011477,EACH,,2025-04-15,,
95528K,,CS,Bar Code,,081652955283,EACH,,2025-04-15,,
95529K,,CS,Bar Code,,8802876203514,EACH,,2025-04-15,,
95532K,,CS,Bar Code,,18801204007692,CASE,,2025-04-15,,
95532K,,CS,Bar Code,,8801204007695,EACH,,2025-04-15,,
95535K,,CS,Bar Code,,18801204006937,CASE,,2025-04-15,,
95535K,,CS,Bar Code,,8801204006940,EACH,,2025-04-15,,
95537K,,CS,Bar Code,,081652955375,CASE,,2025-04-15,,
95538K,,CS,Bar Code,,031146063451,EACH,,2025-04-15,,
95538K,,CS,Bar Code,,031146066346,CASE,,2025-04-15,,
95541K,,CS,Bar Code,,18801204101741,CASE,,2025-04-15,,
95541K,,CS,Bar Code,,8801204101744,EACH,,2025-04-15,,
95542K,,CS,Bar Code,,18801204009108,CASE,,2025-04-15,,
95542K,,CS,Bar Code,,8801204009101,EACH,,2025-04-15,,
96021C,,CS,Bar Code,,081652960218,EACH,,2025-04-15,,
96021C,,CS,Bar Code,,10081652960215,CASE,,2025-04-15,,
96024K,,CS,Bar Code,,8809061314550,EACH,,2025-04-15,,
96033K,,CS,Bar Code,,8809061317650,EACH,,2025-04-15,,
96100K,,CS,Bar Code,,081652961000,EACH,,2025-04-15,,
96100K,,CS,Bar Code,,10081652961007,CASE,,2025-04-15,,
97034C,,CS,Bar Code,,081652970347,EACH,,2025-04-15,,
97034C,,CS,Bar Code,,10081652970344,CASE,,2025-04-15,,
97070K,,CS,Bar Code,,10081652970702,CASE,,2025-04-15,,
97070K,,CS,Bar Code,,8804544500338,EACH,,2025-04-15,,
97152K,,CS,Bar Code,,18809395753701,CASE,,2025-04-15,,
97152K,,CS,Bar Code,,8809395753704,EACH,,2025-04-15,,
97153K,,CS,Bar Code,,18809395754951,CASE,,2025-04-15,,
97153K,,CS,Bar Code,,8809395754954,EACH,,2025-04-15,,
97154K,,CS,Bar Code,,18809275388504,CASE,,2025-04-15,,
97154K,,CS,Bar Code,,8809275381867,EACH,,2025-04-15,,
97158N,,CS,Bar Code,,18809395754739,CASE,,2025-04-15,,
97158N,,CS,Bar Code,,8809275381881,EACH,,2025-04-15,,
97508K,,CS,Bar Code,,18801674712188,CASE,,2025-04-15,,
97508K,,CS,Bar Code,,88010674710781,EACH,,2025-04-15,,
98060D,,CS,Bar Code,,692623008107,EACH,,2024-07-29,,
98061D,,CS,Bar Code,,692623008251,EACH,,2024-07-29,,
98229K,,CS,Bar Code,,031146034338,EACH,,2025-04-15,,
98229K,,CS,Bar Code,,031146034345,CASE,,2025-04-15,,
98498K,,CS,Bar Code,,10081652984983,CASE,,2025-04-15,,
98499K,,CS,Bar Code,,081652984993,EACH,,2025-04-15,,
98499K,,CS,Bar Code,,10081652984990,CASE,,2025-04-15,,
98503K,,CS,Bar Code,,18801382145933,CASE,,2025-04-15,,
98503K,,CS,Bar Code,,8801382145936,EACH,,2025-04-15,,
98704K,,CS,Bar Code,,081652987048,EACH,,2025-04-15,,
98704K,,CS,Bar Code,,10081652987045,CASE,,2025-04-15,,
98730K,,CS,Bar Code,,10648436101303,CASE,,2025-04-15,,
98730K,,CS,Bar Code,,648436101306,EACH,,2025-04-15,,
98734K,,CS,Bar Code,,648436101368,EACH,,2025-04-15,,
98734K,,CS,Bar Code,,648436121236,CASE,,2025-04-15,,
98757K,,CS,Bar Code,,18936028640517,CASE,,2025-04-15,,
98757K,,CS,Bar Code,,8936028640510,EACH,,2025-04-15,,
98758K,,CS,Bar Code,,18936028640524,CASE,,2025-04-15,,
98758K,,CS,Bar Code,,8936028640527,EACH,,2025-04-15,,
98759K,,CS,Bar Code,,18936028640531,CASE,,2025-04-15,,
98759K,,CS,Bar Code,,8936028640534,EACH,,2025-04-15,,
98760K,,CS,Bar Code,,18936028641095,CASE,,2025-04-15,,
98760K,,CS,Bar Code,,8936028641081,EACH,,2025-04-15,,
98902C,,CS,Bar Code,,081652989028,EACH,,2025-04-15,,
98902C,,CS,Bar Code,,10081652989025,CASE,,2025-04-15,,
98903C,,CS,Bar Code,,081652989028,EACH,,2025-04-15,,
98903C,,CS,Bar Code,,10081652989032,CASE,,2025-04-15,,
99001K,,CS,Bar Code,,8809284570207,CASE,,2025-04-15,,
99002K,,CS,Bar Code,,10081652990021,CASE,,2025-04-15,,
99002K,,CS,Bar Code,,8804541190105,EACH,,2025-04-15,,
99021K,,CS,Bar Code,,18801013801269,CASE,,2025-04-15,,
99021K,,CS,Bar Code,,8801013801262,EACH,,2025-04-15,,
99023K,,CS,Bar Code,,8809598510036,EACH,,2025-04-15,,
99024K,,CS,Bar Code,,8809598510029,EACH,,2025-04-15,,
99025K,,CS,Bar Code,,8809598511043,EACH,,2025-04-15,,
99123K,,CS,Bar Code,,10081652991233,CASE,,2025-04-15,,
99123K,,CS,Bar Code,,8803416010029,EACH,,2025-04-15,,
99124K,,CS,Bar Code,,10081652991240,CASE,,2025-04-15,,
99124K,,CS,Bar Code,,8803416010043,EACH,,2025-04-15,,
99137K,,CS,Bar Code,,18809178851853,CASE,,2025-04-15,,
99137K,,CS,Bar Code,,8809178851856,EACH,,2025-04-15,,
99140K,,CS,Bar Code,,18809178851846,CASE,,2025-04-15,,
99140K,,CS,Bar Code,,8809178851849,EACH,,2025-04-15,,
99158K,,CS,Bar Code,,38809178851918,CASE,,2025-04-15,,
99158K,,CS,Bar Code,,8809178851917,EACH,,2025-04-15,,
99159K,,CS,Bar Code,,18809178852096,CASE,,2025-04-15,,
99159K,,CS,Bar Code,,8809178852099,EACH,,2025-04-15,,
99161K,,CS,Bar Code,,18809178851266,CASE,,2025-04-15,,
99161K,,CS,Bar Code,,8809178851269,EACH,,2025-04-15,,
99164K,,CS,Bar Code,,18809178850467,CASE,,2025-04-15,,
99164K,,CS,Bar Code,,8809178850460,EACH,,2025-04-15,,
99201J,,CS,Bar Code,,04901626655697,CASE,,2025-04-15,,
99201J,,CS,Bar Code,,4901626055527,EACH,,2025-04-15,,
99348N,,CS,Bar Code,,081652993480,EACH,,2025-04-15,,
99348N,,CS,Bar Code,,10081652993480,CASE,,2025-04-15,,
99504K,,CS,Bar Code,,08165299504,EACH,,2025-04-15,,
99504K,,CS,Bar Code,,10081562995040,CASE,,2025-04-15,,
99505K,,CS,Bar Code,,08165299505,EACH,,2025-04-15,,
99505K,,CS,Bar Code,,10081652995057,CASE,,2025-04-15,,
99506K,,CS,Bar Code,,08165299506,EACH,,2025-04-15,,
99506K,,CS,Bar Code,,10081562995064,CASE,,2025-04-15,,
99578J,,CS,Bar Code,,081652995784,EACH,,2025-04-15,,
99578J,,CS,Bar Code,,10081652995781,CASE,,2025-04-15,,
99640K,,CS,Bar Code,,18809296886010,CASE,,2025-04-15,,
99640K,,CS,Bar Code,,8809296885924,EACH,,2025-04-15,,
99641K,,CS,Bar Code,,18809296886492,CASE,,2025-04-15,,
99641K,,CS,Bar Code,,8809296886020,EACH,,2025-04-15,,
99642K,,CS,Bar Code,,18809296886492,CASE,,2025-04-15,,
99642K,,CS,Bar Code,,8809296886488,EACH,,2025-04-15,,
99753K,,CS,Bar Code,,18801382145766,CASE,,2025-04-15,,
99753K,,CS,Bar Code,,8801382145769,EACH,,2025-04-15,,
99798K,,CS,Vendor,11110,307051,,,,2024-07-30,
99798K,,CS,Bar Code,,8801073250567,CASE,,2024-07-29,2024-07-30,
99799K,,CS,Vendor,11110,3060646,,,,2024-07-30,
99799K,,CS,Bar Code,,8801073215863,RETAIL,,2024-07-29,2024-07-30,
99799K,,CS,Bar Code,,8801073250512,CASE,,2024-07-29,2024-07-30,
99849K,,CS,Bar Code,,18809054400885,CASE,,2025-04-15,,
99849K,,CS,Bar Code,,8809054400888,EACH,,2025-04-15,,
99946K,,CS,Bar Code,,8801566036289,EACH,,2025-04-15,,
99947K,,CS,Bar Code,,8801566036296,EACH,,2025-04-15,,
99950K,,CS,Bar Code,,081652999508,EACH,,2025-04-15,,
AMF0002,,CS,Customer,AZ003,7504881,BAMBOO SHOOT STRIP (6.5#),,,,
AMF0002,,CS,Customer,CA039,7504881,BAMBOO SHOOT STRIP (6.5#),,,,
AMF0002,,CS,Customer,CA40,7504881,BAMBOO SHOOT STRIP (6.5#),,,,
AMF0002,,CS,Customer,CO003,7504881,BAMBOO SHOOT STRIP (6.5#),,,,
AMF0002,,CS,Customer,FL339,7504881,BAMBOO SHOOT STRIP (6.5#),,,,
AMF0002,,CS,Customer,IL89,7504881,BAMBOO SHOOT STRIP (6.5#),,,,
AMF0002,,CS,Customer,KS29,7504881,BAMBOO SHOOT STRIP (6.5#),,,,
AMF0002,,CS,Customer,MA64,7504881,BAMBOO SHOOT STRIP (6.5#),,,,
AMF0002,,CS,Customer,MI69,7504881,BAMBOO SHOOT STRIP (6.5#),,,,
AMF0002,,CS,Customer,NC168,7504881,BAMBOO SHOOT STRIP (6.5#),,,,
AMF0002,,CS,Customer,OH85,7504881,BAMBOO SHOOT STRIP (6.5#),,,,
AMF0002,,CS,Customer,PA142,7504881,BAMBOO SHOOT STRIP (6.5#),,,,
AMF0002,,CS,Customer,TN57,7504881,BAMBOO SHOOT STRIP (6.5#),,,,
AMF0002,,CS,Customer,TX188,7504881,BAMBOO SHOOT STRIP (6.5#),,,,
AMF0002,,CS,Customer,TX189,7504881,BAMBOO SHOOT STRIP (6.5#),,,,
AMF0002,,CS,Customer,WA04,7504881,BAMBOO SHOOT STRIP (6.5#),,,,
AMF0002,,CS,Bar Code,,081652067009,BAMBOO SHOOT STRIP (6.5#),,2024-07-29,,
AMF0002,,CS,Bar Code,,10081652067006,BAMBOO SHOOT STRIP (6.5#),,2024-07-29,,
AMF0003,,CS,Customer,AZ003,2265137,WATER CHESTNUT (SLICE),,,,
AMF0003,,CS,Customer,CA039,2265137,WATER CHESTNUT (SLICE),,,,
AMF0003,,CS,Customer,CA40,2265137,WATER CHESTNUT (SLICE),,,,
AMF0003,,CS,Customer,CO003,2265137,WATER CHESTNUT (SLICE),,,,
AMF0003,,CS,Customer,FL339,2265137,WATER CHESTNUT (SLICE),,,,
AMF0003,,CS,Customer,IL89,2265137,WATER CHESTNUT (SLICE),,,,
AMF0003,,CS,Customer,KS29,2265137,WATER CHESTNUT (SLICE),,,,
AMF0003,,CS,Customer,MA64,2265137,WATER CHESTNUT (SLICE),,,,
AMF0003,,CS,Customer,MI69,2265137,WATER CHESTNUT (SLICE),,,,
AMF0003,,CS,Customer,NC168,2265137,WATER CHESTNUT (SLICE),,,,
AMF0003,,CS,Customer,OH85,2265137,WATER CHESTNUT (SLICE),,,,
AMF0003,,CS,Customer,PA142,2265137,WATER CHESTNUT (SLICE),,,,
AMF0003,,CS,Customer,TN57,2265137,WATER CHESTNUT (SLICE),,,,
AMF0003,,CS,Customer,TX188,2265137,WATER CHESTNUT (SLICE),,,,
AMF0003,,CS,Customer,TX189,2265137,WATER CHESTNUT (SLICE),,,,
AMF0003,,CS,Customer,WA04,2265137,WATER CHESTNUT (SLICE),,,,
AMF0003,,CS,Bar Code,,081652065748,EACH,,2024-07-29,,
AMF0003,,CS,Bar Code,,10081652065743,CASE,,2024-07-29,,
AMF0004,,CS,Customer,AZ003,8719243,MUSHROOM BLACK SOY SAUCE,,,,
AMF0004,,CS,Customer,CA039,8719243,MUSHROOM BLACK SOY SAUCE,,,,
AMF0004,,CS,Customer,CA40,8719243,MUSHROOM BLACK SOY SAUCE,,,,
AMF0004,,CS,Customer,CO003,8719243,MUSHROOM BLACK SOY SAUCE,,,,
AMF0004,,CS,Customer,FL339,8719243,MUSHROOM BLACK SOY SAUCE,,,,
AMF0004,,CS,Customer,IL89,8719243,MUSHROOM BLACK SOY SAUCE,,,,
AMF0004,,CS,Customer,KS29,8719243,MUSHROOM BLACK SOY SAUCE,,,,
AMF0004,,CS,Customer,MA64,8719243,MUSHROOM BLACK SOY SAUCE,,,,
AMF0004,,CS,Customer,MI69,8719243,MUSHROOM BLACK SOY SAUCE,,,,
AMF0004,,CS,Customer,NC168,8719243,MUSHROOM BLACK SOY SAUCE,,,,
AMF0004,,CS,Customer,OH85,8719243,MUSHROOM BLACK SOY SAUCE,,,,
AMF0004,,CS,Customer,PA142,8719243,MUSHROOM BLACK SOY SAUCE,,,,
AMF0004,,CS,Customer,TN57,8719243,MUSHROOM BLACK SOY SAUCE,,,,
AMF0004,,CS,Customer,TX188,8719243,MUSHROOM BLACK SOY SAUCE,,,,
AMF0004,,CS,Customer,TX189,8719243,MUSHROOM BLACK SOY SAUCE,,,,
AMF0004,,CS,Customer,WA04,8719243,MUSHROOM BLACK SOY SAUCE,,,,
AMF0004,,CS,Bar Code,,020717163805,RETAIL 2023_05_10,,2024-07-29,2025-05-02,
AMF0004,,CS,Bar Code,,06020717163809,WH 2023_05_10,,2024-07-29,2025-05-02,
AMF0007,,CS,Customer,AZ003,7125801,RICE NOODLES,,,,
AMF0007,,CS,Customer,CA039,7125801,RICE NOODLES,,,,
AMF0007,,CS,Customer,CA40,7125801,RICE NOODLES,,,,
AMF0007,,CS,Customer,CO003,7125801,RICE NOODLES,,,,
AMF0007,,CS,Customer,FL339,7125801,RICE NOODLES,,,,
AMF0007,,CS,Customer,IL89,7125801,RICE NOODLES,,,,
AMF0007,,CS,Customer,KS29,7125801,RICE NOODLES,,,,
AMF0007,,CS,Customer,MA64,7125801,RICE NOODLES,,,,
AMF0007,,CS,Customer,MI69,7125801,RICE NOODLES,,,,
AMF0007,,CS,Customer,NC168,7125801,RICE NOODLES,,,,
AMF0007,,CS,Customer,OH85,7125801,RICE NOODLES,,,,
AMF0007,,CS,Customer,PA142,7125801,RICE NOODLES,,,,
AMF0007,,CS,Customer,TN57,7125801,RICE NOODLES,,,,
AMF0007,,CS,Customer,TX188,7125801,RICE NOODLES,,,,
AMF0007,,CS,Customer,TX189,7125801,RICE NOODLES,,,,
AMF0007,,CS,Customer,WA04,7125801,RICE NOODLES,,,,
AMF0007,,CS,Bar Code,,081652085751,EACH,,2024-07-29,,
AMF0007,,CS,Bar Code,,10081652085758,CASE,,2024-07-29,,
AMF0008,,CS,Customer,AZ003,7443633,SWEET CHILI SAUCE CHICKEN XL,,,,
AMF0008,,CS,Customer,CA039,7443633,SWEET CHILI SAUCE CHICKEN XL,,,,
AMF0008,,CS,Customer,CA40,7443633,SWEET CHILI SAUCE CHICKEN XL,,,,
AMF0008,,CS,Customer,CO003,7443633,SWEET CHILI SAUCE CHICKEN XL,,,,
AMF0008,,CS,Customer,FL339,7443633,SWEET CHILI SAUCE CHICKEN XL,,,,
AMF0008,,CS,Customer,IL89,7443633,SWEET CHILI SAUCE CHICKEN XL,,,,
AMF0008,,CS,Customer,KS29,7443633,SWEET CHILI SAUCE CHICKEN XL,,,,
AMF0008,,CS,Customer,MA64,7443633,SWEET CHILI SAUCE CHICKEN XL,,,,
AMF0008,,CS,Customer,MI69,7443633,SWEET CHILI SAUCE CHICKEN XL,,,,
AMF0008,,CS,Customer,NC168,7443633,SWEET CHILI SAUCE CHICKEN XL,,,,
AMF0008,,CS,Customer,OH85,7443633,SWEET CHILI SAUCE CHICKEN XL,,,,
AMF0008,,CS,Customer,PA142,7443633,SWEET CHILI SAUCE CHICKEN XL,,,,
AMF0008,,CS,Customer,TN57,7443633,SWEET CHILI SAUCE CHICKEN XL,,,,
AMF0008,,CS,Customer,TX188,7443633,SWEET CHILI SAUCE CHICKEN XL,,,,
AMF0008,,CS,Customer,TX189,7443633,SWEET CHILI SAUCE CHICKEN XL,,,,
AMF0008,,CS,Customer,WA04,7443633,SWEET CHILI SAUCE CHICKEN XL,,,,
AMF0009,,CS,Customer,AZ003,7145106,DRIED RED PEPPER,,,,
AMF0009,,CS,Customer,CA039,7145106,DRIED RED PEPPER,,,,
AMF0009,,CS,Customer,CA40,7145106,DRIED RED PEPPER,,,,
AMF0009,,CS,Customer,CO003,7145106,DRIED RED PEPPER,,,,
AMF0009,,CS,Customer,FL339,7145106,DRIED RED PEPPER,,,,
AMF0009,,CS,Customer,IL89,7145106,DRIED RED PEPPER,,,,
AMF0009,,CS,Customer,KS29,7145106,DRIED RED PEPPER,,,,
AMF0009,,CS,Customer,MA64,7145106,DRIED RED PEPPER,,,,
AMF0009,,CS,Customer,MI69,7145106,DRIED RED PEPPER,,,,
AMF0009,,CS,Customer,NC168,7145106,DRIED RED PEPPER,,,,
AMF0009,,CS,Customer,OH85,7145106,DRIED RED PEPPER,,,,
AMF0009,,CS,Customer,PA142,7145106,DRIED RED PEPPER,,,,
AMF0009,,CS,Customer,TN57,7145106,DRIED RED PEPPER,,,,
AMF0009,,CS,Customer,TX188,7145106,DRIED RED PEPPER,,,,
AMF0009,,CS,Customer,TX189,7145106,DRIED RED PEPPER,,,,
AMF0009,,CS,Customer,WA04,7145106,DRIED RED PEPPER,,,,
AMF0009,,CS,Bar Code,,081652060253,EACH,,2024-07-29,,
AMF0009,,CS,Bar Code,,10081652060250,CASE,,2024-07-29,,
AMF0010,,CS,Customer,AZ003,4387716,SHIITAKE MUSHROOM (5#),,,,
AMF0010,,CS,Customer,CA039,4387716,SHIITAKE MUSHROOM (5#),,,,
AMF0010,,CS,Customer,CA40,4387716,SHIITAKE MUSHROOM (5#),,,,
AMF0010,,CS,Customer,CO003,4387716,SHIITAKE MUSHROOM (5#),,,,
AMF0010,,CS,Customer,FL339,4387716,SHIITAKE MUSHROOM (5#),,,,
AMF0010,,CS,Customer,IL89,4387716,SHIITAKE MUSHROOM (5#),,,,
AMF0010,,CS,Customer,KS29,4387716,SHIITAKE MUSHROOM (5#),,,,
AMF0010,,CS,Customer,MA64,4387716,SHIITAKE MUSHROOM (5#),,,,
AMF0010,,CS,Customer,MI69,4387716,SHIITAKE MUSHROOM (5#),,,,
AMF0010,,CS,Customer,NC168,4387716,SHIITAKE MUSHROOM (5#),,,,
AMF0010,,CS,Customer,OH85,4387716,SHIITAKE MUSHROOM (5#),,,,
AMF0010,,CS,Customer,PA142,4387716,SHIITAKE MUSHROOM (5#),,,,
AMF0010,,CS,Customer,TN57,4387716,SHIITAKE MUSHROOM (5#),,,,
AMF0010,,CS,Customer,TX188,4387716,SHIITAKE MUSHROOM (5#),,,,
AMF0010,,CS,Customer,TX189,4387716,SHIITAKE MUSHROOM (5#),,,,
AMF0010,,CS,Customer,WA04,4387716,SHIITAKE MUSHROOM (5#),,,,
AMF0010,,CS,Bar Code,,081652260703,EACH,,2024-07-29,,
AMF0010,,CS,Bar Code,,10081652060700,CASE,,2024-07-29,,
AMF0011,,CS,Customer,AZ003,1163573,PLUM SAUCE,,,,
AMF0011,,CS,Customer,CA039,1163573,PLUM SAUCE,,,,
AMF0011,,CS,Customer,CA40,1163573,PLUM SAUCE,,,,
AMF0011,,CS,Customer,CO003,1163573,PLUM SAUCE,,,,
AMF0011,,CS,Customer,FL339,1163573,PLUM SAUCE,,,,
AMF0011,,CS,Customer,IL89,1163573,PLUM SAUCE,,,,
AMF0011,,CS,Customer,KS29,1163573,PLUM SAUCE,,,,
AMF0011,,CS,Customer,MA64,1163573,PLUM SAUCE,,,,
AMF0011,,CS,Customer,MI69,1163573,PLUM SAUCE,,,,
AMF0011,,CS,Customer,NC168,1163573,PLUM SAUCE,,,,
AMF0011,,CS,Customer,OH85,1163573,PLUM SAUCE,,,,
AMF0011,,CS,Customer,PA142,1163573,PLUM SAUCE,,,,
AMF0011,,CS,Customer,TN57,1163573,PLUM SAUCE,,,,
AMF0011,,CS,Customer,TX188,1163573,PLUM SAUCE,,,,
AMF0011,,CS,Customer,TX189,1163573,PLUM SAUCE,,,,
AMF0011,,CS,Customer,WA04,1163573,PLUM SAUCE,,,,
AMF0011,,CS,Bar Code,,020717223806,RETAIL 2023_05_10,,2024-07-29,,
AMF0011,,CS,Bar Code,,06020717223800,WH 2023_05_10,,2024-07-29,,
AMF0012,,CS,Customer,AZ003,5029046,HOISIN SAUCE,,,,
AMF0012,,CS,Customer,CA039,5029046,HOISIN SAUCE,,,,
AMF0012,,CS,Customer,CA40,5029046,HOISIN SAUCE,,,,
AMF0012,,CS,Customer,CO003,5029046,HOISIN SAUCE,,,,
AMF0012,,CS,Customer,FL339,5029046,HOISIN SAUCE,,,,
AMF0012,,CS,Customer,IL89,5029046,HOISIN SAUCE,,,,
AMF0012,,CS,Customer,KS29,5029046,HOISIN SAUCE,,,,
AMF0012,,CS,Customer,MA64,5029046,HOISIN SAUCE,,,,
AMF0012,,CS,Customer,MI69,5029046,HOISIN SAUCE,,,,
AMF0012,,CS,Customer,NC168,5029046,HOISIN SAUCE,,,,
AMF0012,,CS,Customer,OH85,5029046,HOISIN SAUCE,,,,
AMF0012,,CS,Customer,PA142,5029046,HOISIN SAUCE,,,,
AMF0012,,CS,Customer,TN57,5029046,HOISIN SAUCE,,,,
AMF0012,,CS,Customer,TX188,5029046,HOISIN SAUCE,,,,
AMF0012,,CS,Customer,TX189,5029046,HOISIN SAUCE,,,,
AMF0012,,CS,Customer,WA04,5029046,HOISIN SAUCE,,,,
AMF0012,,CS,Bar Code,,0207172338015,EACH,,2024-07-29,,
AMF0012,,CS,Bar Code,,020717233805,RETAIL 2023_05_10,,2024-07-29,,
AMF0012,,CS,Bar Code,,06020717233809,WH 2023_05_10,,2024-07-29,,
AMF0015,,CS,Customer,AZ003,8676876,SAMBAL OELEK (L),,,2024-07-30,
AMF0015,,CS,Customer,CA039,8676876,SAMBAL OELEK (L),,,2024-07-30,
AMF0015,,CS,Customer,CA40,8676876,SAMBAL OELEK (L),,,2024-07-30,
AMF0015,,CS,Customer,CO003,8676876,SAMBAL OELEK (L),,,2024-07-30,
AMF0015,,CS,Customer,FL339,8676876,SAMBAL OELEK (L),,,2024-07-30,
AMF0015,,CS,Customer,IL89,8676876,SAMBAL OELEK (L),,,2024-07-30,
AMF0015,,CS,Customer,KS29,8676876,SAMBAL OELEK (L),,,2024-07-30,
AMF0015,,CS,Customer,MA64,8676876,SAMBAL OELEK (L),,,2024-07-30,
AMF0015,,CS,Customer,MI69,8676876,SAMBAL OELEK (L),,,2024-07-30,
AMF0015,,CS,Customer,NC168,8676876,SAMBAL OELEK (L),,,2024-07-30,
AMF0015,,CS,Customer,OH85,8676876,SAMBAL OELEK (L),,,2024-07-30,
AMF0015,,CS,Customer,PA142,8676876,SAMBAL OELEK (L),,,2024-07-30,
AMF0015,,CS,Customer,TN57,8676876,SAMBAL OELEK (L),,,2024-07-30,
AMF0015,,CS,Customer,TX188,8676876,SAMBAL OELEK (L),,,2024-07-30,
AMF0015,,CS,Customer,TX189,8676876,SAMBAL OELEK (L),,,2024-07-30,
AMF0015,,CS,Customer,WA04,8676876,SAMBAL OELEK (L),,,2024-07-30,
AMF0016,,CS,Customer,AZ003,2649861,PURE BEAN SOY SAUCE,,,,
AMF0016,,CS,Customer,CA039,2649861,PURE BEAN SOY SAUCE,,,,
AMF0016,,CS,Customer,CA40,2649861,PURE BEAN SOY SAUCE,,,,
AMF0016,,CS,Customer,CO003,2649861,PURE BEAN SOY SAUCE,,,,
AMF0016,,CS,Customer,FL339,2649861,PURE BEAN SOY SAUCE,,,,
AMF0016,,CS,Customer,IL89,2649861,PURE BEAN SOY SAUCE,,,,
AMF0016,,CS,Customer,KS29,2649861,PURE BEAN SOY SAUCE,,,,
AMF0016,,CS,Customer,MA64,2649861,PURE BEAN SOY SAUCE,,,,
AMF0016,,CS,Customer,MI69,2649861,PURE BEAN SOY SAUCE,,,,
AMF0016,,CS,Customer,NC168,2649861,PURE BEAN SOY SAUCE,,,,
AMF0016,,CS,Customer,OH85,2649861,PURE BEAN SOY SAUCE,,,,
