Item No.,Variant Code,Unit of Measure,Reference Type,Reference Type No.,Reference No.,Description,Description 2,Starting Date,Ending Date,Usage Data Supplier Ref. Entry No.
10419K,,CS,Bar Code,,8801204203028,RETAIL,,2024-07-01,,
10435K,,CS,Bar Code,,18801117977501,WH 2023_04_24,,2024-07-29,,
10435K,,CS,Bar Code,,8801117977504,RETAIL 2023_04_24,,2024-07-29,,
10437K,,CS,Bar Code,,18801117987500,WH 2023_04_14,,2024-07-29,,
10437K,,CS,Bar Code,,8801117983208,RETAIL 2023_04_14,,2024-07-29,,
10438K,,CS,Bar Code,,28801117956602,WH 2023_04_14,,2024-07-29,,
10438K,,CS,Bar Code,,8801117956608,RETAIL 2023_04_14,,2024-07-29,,
10444K,,CS,Bar Code,,18801117188204,,,2024-11-15,,
10444K,,CS,Bar Code,,8801117995911,RETAIL,,2024-11-15,,
10446K,,CS,Bar Code,,18801117942301,CASE,,2024-07-29,,
10446K,,CS,Bar Code,,8801117942304,RETAIL,,2024-07-29,,
10447K,,CS,Bar Code,,18801117997004,CASE,,2024-07-29,,
10447K,,CS,Bar Code,,8801117997007,RETAIL,,2024-07-29,,
10448K,,CS,Bar Code,,18801117997103,,,2024-07-29,,
10448K,,CS,Bar Code,,8801117997106,RETAIL,,2024-07-29,,
10449K,,CS,Bar Code,,18801117997202,CASE,,2024-07-29,,
10449K,,CS,Bar Code,,8801117997205,RETAIL,,2024-07-29,,
10465K,,CS,Bar Code,,18801204401599,,,2024-12-13,,
10465K,,CS,Bar Code,,8801204401592,RETAIL,,2024-12-13,,
10471K,,CS,Bar Code,,10192699000243,CASE,,2024-07-29,,
10471K,,CS,Bar Code,,192699000246,RETAIL,,2024-07-29,,
10472K,,CS,Bar Code,,10192699000229,CASE,,2024-07-29,,
10472K,,CS,Bar Code,,192699000222,RETAIL,,2024-07-29,,
10473K,,CS,Bar Code,,10192699000236,CASE,,2024-07-29,,
10473K,,CS,Bar Code,,192699000239,RETAIL,,2024-07-29,,
10480K,,CS,Bar Code,,10192699000687,,,2025-05-16,,
10480K,,CS,Bar Code,,192699000680,RETAIL,,2025-05-16,,
10481K,,CS,Bar Code,,10192699000700,,,2025-05-16,,
10481K,,CS,Bar Code,,192699000703,RETAIL,,2025-05-16,,
10496K,,CS,Bar Code,,18801128945742,,,2025-04-25,,
10496K,,CS,Bar Code,,8801128945745,RETAIL,,2025-04-25,,
10496K,,CS,Bar Code,,8801128945752,,,2025-04-25,,
10497K,,CS,Bar Code,,10648436122834,,,2024-07-29,,
10497K,,CS,Bar Code,,648436122820,RETAIL,,2024-07-29,,
10498K,,CS,Bar Code,,648436122813,CASE,,2024-07-29,,
10498K,,CS,Bar Code,,648436300037,RETAIL 2023_04_04,,2024-07-29,,
10498K,,CS,Bar Code,,648436310036,WH 2023_04_04,,2024-07-29,,
10499K,,CS,Bar Code,,648436122677,RETAIL 2023_04_04,,2024-07-29,,
10499K,,CS,Bar Code,,648436122844,WH 2023_04_04,,2024-07-29,,
10515J,,CS,Bar Code,,14901777064468,WH 2023_04_04,,2024-07-29,,
10515J,,CS,Bar Code,,4901777064461,RETAIL 2023_04_04,,2024-07-29,,
10515J,,CS,Bar Code,,4901777119451,WH 2023_04_04,,2024-07-29,,
10517J,,CS,Bar Code,,081652105176,RETAIL 2023_05_09,,2024-07-29,,
10518J,,CS,Bar Code,,081652105183,WH 2023_05_09,,2024-07-29,,
10522J,,CS,Bar Code,,081652105220,RETAIL 2023_04_04,,2024-07-29,,
10523J,,CS,Bar Code,,081652105237,RETAIL 2023_04_04,,2024-07-29,,
10524J,,CS,Bar Code,,081652105244,RETAIL 2023_04_04,,2024-07-29,,
10526K,,CS,Bar Code,,18801550005014,,,2024-11-08,,
10526K,,CS,Bar Code,,8801550005017,RETAIL,,2024-11-08,,
10527K,,CS,Bar Code,,18801550005007,,,2024-11-08,,
10527K,,CS,Bar Code,,8801550005000,RETAIL,,2024-11-08,,
10528K,,CS,Bar Code,,081652105282,EACH,,2024-07-29,,
10528K,,CS,Bar Code,,10081652105289,CASE,,2024-07-29,,
10528K,,CS,Bar Code,,18801550004734,CASE,,2024-07-29,,
10528K,,CS,Bar Code,,8801550004737,EACH,,2024-07-29,,
10530T,,CS,Bar Code,,6291010901157,CASE,,2024-07-29,,
10530T,,CS,Bar Code,,707966789788,EACH,,2024-07-29,,
10532T,,CS,Bar Code,,6291010911224,EACH,,2024-07-29,,
10533T,,CS,Bar Code,,6291010700354,CASE,,2024-07-29,,
10533T,,CS,Bar Code,,6291010902949,EACH,,2024-07-29,,
10535V,,CS,Bar Code,,8938507849117,RETAIL 2023_04_04,,2024-07-29,,
10535V,,CS,Bar Code,,8938507849124,WH 2023_04_04,,2024-07-29,,
10536V,,CS,Bar Code,,8938507849131,RETAIL 2023_04_04,,2024-07-29,,
10536V,,CS,Bar Code,,8938507849148,WH 2023_04_04,,2024-07-29,,
10537V,,CS,Bar Code,,8938507849155,RETAIL 2023_05_09,,2024-07-29,,
10537V,,CS,Bar Code,,8938507849162,WH 2023_05_09,,2024-07-29,,
10538V,,CS,Bar Code,,8938507849179,EACH,,2024-07-29,,
10538V,,CS,Bar Code,,8938507849186,RETAIL 2023_04_04,,2024-07-29,,
10547K,,CS,Bar Code,,28806002018434,WH 2023_04_04,,2024-07-29,,
10547K,,CS,Bar Code,,8806002018430,RETAIL 2023_04_04,,2024-07-29,,
10579K,,CS,Bar Code,,18801068916703,,,2024-07-29,,
10579K,,CS,Bar Code,,8801068916706,RETAIL,,2024-07-29,,
10583K,,CS,Bar Code,,081652105831,EACH,,2025-04-15,,
10583K,,CS,Bar Code,,10081652105838,CASE,,2025-04-15,,
10586K,,CS,Bar Code,,081652105862,EACH,,2025-04-15,,
10586K,,CS,Bar Code,,10081652105869,CASE,,2025-04-15,,
10596K,,CS,Bar Code,,18801047284496,,,2024-07-29,,
10596K,,CS,Bar Code,,8801047284499,RETAIL,,2024-07-29,,
10597K,,CS,Bar Code,,18801047284489,,,2024-07-29,,
10597K,,CS,Bar Code,,8801047284482,RETAIL,,2024-07-29,,
10605K,,CS,Bar Code,,68801056088530,CASE,,2024-07-29,,
10605K,,CS,Bar Code,,68809939084457,WH 2023_04_14,,2024-07-29,,
10605K,,CS,Bar Code,,809939084453,RETAIL 2023_04_14,,2024-07-29,,
10605K,,CS,Bar Code,,809939088512,WH 2023_04_14,,2024-07-29,,
10606K,,CS,Bar Code,,60809939073657,CASE,,2024-07-29,,
10606K,,CS,Bar Code,,809939073662,EACH,,2024-07-29,,
10607K,,CS,Bar Code,,68809939088509,WH 2023_05_22,,2024-07-29,,
10607K,,CS,Bar Code,,809939088505,RETAIL 2023_05_22,,2024-07-29,,
10608K,,CS,Bar Code,,68801056025818,WH 2023_05_22,,2024-07-29,,
10608K,,CS,Bar Code,,8801056006426,RETAIL 2023_05_22,,2024-07-29,,
10615W,,CS,Bar Code,,081652106159,RETAIL 2023_04_10,,2024-07-29,,
10615W,,CS,Bar Code,,10081652106156,WH 2023_04_10,,2024-07-29,,
10616W,,CS,Bar Code,,081652106166,RETAIL 2023_04_10,,2024-07-29,,
10616W,,CS,Bar Code,,10081652106163,WH 2023_04_10,,2024-07-29,,
10617W,,CS,Bar Code,,081652106173,RETAIL 2023_04_10,,2024-07-29,,
10617W,,CS,Bar Code,,10081652106170,WH 2023_04_10,,2024-07-29,,
10626K,,CS,Bar Code,,18806002001859,,,2024-07-29,,
10626K,,CS,Bar Code,,8806002001852,RETAIL,,2024-07-29,,
10627K,,CS,Bar Code,,18806002020188,,,2024-07-29,,
10627K,,CS,Bar Code,,8806002020181,RETAIL,,2024-07-29,,
10628K,,CS,Bar Code,,28806002020178,,,2024-07-29,,
10628K,,CS,Bar Code,,8806002020174,RETAIL,,2024-07-29,,
10640K,,CS,Bar Code,,18809695254571,,,2024-09-26,,
10640K,,CS,Bar Code,,648436310364,RETAIL,,2024-09-26,,
10641K,,CS,Bar Code,,18809695254588,,,2024-09-26,,
10641K,,CS,Bar Code,,648436310357,RETAIL,,2024-09-26,,
10642K,,CS,Bar Code,,648436310340,RETAIL,,2025-02-20,,
10642K,,CS,Bar Code,,648436310586,,,2025-02-20,,
10643K,,CS,Bar Code,,648436310333,RETAIL,,2025-02-07,,
10643K,,CS,Bar Code,,648436310579,,,2025-02-07,,
10651T,,CS,Bar Code,,081652106517,EACH,,,,
10651T,,CS,Bar Code,,10081652106514,,,,,
10660K,,CS,Bar Code,,18801382150777,,,2024-10-03,,
10660K,,CS,Bar Code,,8801382150770,RETAIL,,2024-10-03,,
10661K,,CS,Bar Code,,18801382150494,,,2024-10-03,,
10661K,,CS,Bar Code,,8801382150497,RETAIL,,2024-10-03,,
10662K,,CS,Bar Code,,18801382150500,,,2024-10-03,,
10662K,,CS,Bar Code,,8801382150503,RETAIL,,2024-10-03,,
10663K,,CS,Bar Code,,18801382150517,,,2024-10-03,,
10663K,,CS,Bar Code,,8801382150510,RETAIL,,2024-10-03,,
10675K,,CS,Bar Code,,809939235893,RETAIL,,2024-07-29,,
10685K,,CS,Bar Code,,28809388461191,,,2025-02-21,,
10685K,,CS,Bar Code,,8809388461197,RETAIL,,2025-02-21,,
10686K,,CS,Bar Code,,28809388464338,,,2025-02-21,,
10686K,,CS,Bar Code,,8809388464334,RETAIL,,2025-02-21,,
10687K,,CS,Bar Code,,38809388461365,,,2025-02-21,,
10687K,,CS,Bar Code,,8809388461364,RETAIL,,2025-02-21,,
10688K,,CS,Bar Code,,38809388461372,,,2025-02-21,,
10688K,,CS,Bar Code,,8809388461371,RETAIL,,2025-02-21,,
10706K,,CS,Bar Code,,18801062859273,CASE,,2024-07-29,,
10706K,,CS,Bar Code,,8801062273355,RETAIL,,2024-07-29,,
10707K,,CS,Bar Code,,18801062859280,CASE,,2024-07-29,,
10707K,,CS,Bar Code,,8801062273317,RETAIL,,2024-07-29,,
10798K,,CS,Bar Code,,18809388463723,WH 2023_08_11,,2024-07-29,,
10798K,,CS,Bar Code,,8809388463723,CASE,,2024-07-29,,
10798K,,CS,Bar Code,,8809388463726,EACH,,2024-07-29,,
10799K,,CS,Bar Code,,18809388463747,WH 2023_08_11,,2024-07-29,,
10799K,,CS,Bar Code,,8809388463740,EACH,,2024-07-29,,
10799K,,CS,Bar Code,,8809388463747,CASE,,2024-07-29,,
10813K,,CS,Bar Code,,8801056023539,CASE,,2025-04-15,,
10813K,,CS,Bar Code,,8801056190019,EACH,,2025-04-15,,
10814K,,CS,Bar Code,,1009043356708,CASE,,2024-07-29,,
10814K,,CS,Bar Code,,8801056201012,EACH,,2024-07-29,,
10816K,,CS,Bar Code,,18801056000339,CASE,,2025-04-15,,
10816K,,CS,Bar Code,,8801056000332,EACH,,2025-04-15,,
10834K,,CS,Bar Code,,28801062475135,WH 2023_04_14,,2024-07-29,,
10834K,,CS,Bar Code,,8801062475148,RETAIL 2023_04_14,,2024-07-29,,
10835K,,CS,Bar Code,,18801062006202,CASE,,2024-07-29,,
10835K,,CS,Bar Code,,8801062006205,EACH,,2024-07-29,,
10836K,,CS,Bar Code,,18801062000781,WH 2023_04_10,,2024-07-29,,
10836K,,CS,Bar Code,,845502061407,RETAIL 2023_04_10,,2024-07-29,,
10847K,,CS,Bar Code,,18801062878182,CASE,,2024-07-29,,
10847K,,CS,Bar Code,,845502021128,EACH,,2024-07-29,,
10849K,,CS,Bar Code,,031146058549,RETAIL 2023_04_14,,2024-07-29,,
10849K,,CS,Bar Code,,031146058556,WH 2023_04_14,,2024-07-29,,
10855K,,CS,Bar Code,,648436301027,RETAIL 2023_04_14,,2024-07-29,,
10855K,,CS,Bar Code,,648436331154,WH 2023_04_14,,2024-07-29,,
10856K,,CS,Bar Code,,648436301034,RETAIL 2023_04_14,,2024-07-29,,
10856K,,CS,Bar Code,,648436331161,WH 2023_04_14,,2024-07-29,,
10857K,,CS,Bar Code,,648436301010,RETAIL 2023_04_14,,2024-07-29,,
10857K,,CS,Bar Code,,648436331147,WH 2023_04_14,,2024-07-29,,
10858K,,CS,Bar Code,,648436330515,CASE,,2024-07-29,,
10858K,,CS,Bar Code,,648436330522,RETAIL,,2024-07-29,,
10868K,,CS,Bar Code,,18801117981409,WH 2023_05_09,,2024-07-29,,
10868K,,CS,Bar Code,,8801117981402,RETAIL 2023_05_09,,2024-07-29,,
10873K,,CS,Bar Code,,18801117982017,WH 2023_04_14,,2024-07-29,,
10873K,,CS,Bar Code,,8801117982010,RETAIL 2023_04_14,,2024-07-29,,
10873K,,CS,Bar Code,,880117982010,EACH,,2024-07-29,,
10874K,,CS,Bar Code,,8801117960513,CASE,,2024-07-29,,
10875K,,CS,Bar Code,,8801117986018,WH 2023_07_03,,2024-07-29,,
10876K,,CS,Bar Code,,18801117984417,CASE,,2024-07-29,,
10877K,,CS,Bar Code,,8801117960704,CASE,,2024-07-29,,
10882K,,CS,Bar Code,,18801068396994,WH 2023_05_09,,2024-07-29,,
10882K,,CS,Bar Code,,8801068396997,RETAIL 2023_05_09,,2024-07-29,,
10883K,,CS,Bar Code,,8801068050585,EACH,,2024-07-29,,
10887K,,CS,Bar Code,,18801068402978,WH 2023_03_17,,2024-07-29,,
10887K,,CS,Bar Code,,18801068915744,,,2024-11-01,,
10887K,,CS,Bar Code,,8801068402971,RETAIL 2023_03_17,,2024-07-29,,
10887K,,CS,Bar Code,,8801068915747,RETAIL,,2024-11-01,,
10888K,,CS,Bar Code,,18801068402985,WH 2023_03_17,,2024-07-29,,
10888K,,CS,Bar Code,,18801068915737,,,2024-11-01,,
10888K,,CS,Bar Code,,8801068402988,RETAIL 2023_03_17,,2024-07-29,,
10888K,,CS,Bar Code,,8801068915730,RETAIL,,2024-11-01,,
10889K,,CS,Bar Code,,18801068923992,,,2024-12-27,,
10889K,,CS,Bar Code,,8801068923995,RETAIL,,2024-12-27,,
10890K,,CS,Bar Code,,18801068924005,,,2024-12-27,,
10890K,,CS,Bar Code,,8801068924008,RETAIL,,2024-12-27,,
10901K,,CS,Bar Code,,18801117990203,WH 2023_05_09,,2024-07-29,,
10901K,,CS,Bar Code,,8801117784508,RETAIL 2023_05_09,,2024-07-29,,
10902K,,CS,Bar Code,,18801117990302,CASE,,2024-07-29,,
10902K,,CS,Bar Code,,8801117981501,EACH,,2024-07-29,,
10903K,,CS,Bar Code,,18801117990401,WH 2023_05_09,,2024-07-29,,
10903K,,CS,Bar Code,,8801117985806,RETAIL 2023_05_09,,2024-07-29,,
10904K,,CS,Bar Code,,18801117989108,WH 2023_05_09,,2024-07-29,,
10904K,,CS,Bar Code,,8801117989101,RETAIL 2023_05_09,,2024-07-29,,
10911K,,CS,Bar Code,,28801117158112,,,2024-10-03,,
10911K,,CS,Bar Code,,8801117158118,RETAIL,,2024-10-03,,
10930K,,CS,Bar Code,,10081652109300,,,2024-12-27,,
10930K,,CS,Bar Code,,8809406283701,RETAIL,,2024-12-27,,
10931K,,CS,Bar Code,,8809936951088,RETAIL,,2025-02-28,,
10935K,,CS,Bar Code,,648436310494,RETAIL,,2024-11-01,,
10935K,,CS,Bar Code,,648436310500,,,2024-11-01,,
10936K,,CS,Bar Code,,10648436310477,,,2024-11-01,,
10936K,,CS,Bar Code,,648436310487,RETAIL,,2024-11-01,,
10940K,,CS,Bar Code,,18809486992316,,,2025-01-24,,
10940K,,CS,Bar Code,,8809486992319,RETAIL,,2025-01-24,,
10941K,,CS,Bar Code,,18809486992187,,,2025-01-24,,
10941K,,CS,Bar Code,,8809486992180,RETAIL,,2025-01-24,,
10942K,,CS,Bar Code,,18809486992200,,,2025-01-24,,
10942K,,CS,Bar Code,,8809486992203,RETAIL,,2025-01-24,,
10943K,,CS,Bar Code,,18809486992194,,,2025-01-24,,
10943K,,CS,Bar Code,,8809486992197,RETAIL,,2025-01-24,,
10999K,,CS,Bar Code,,1880110494024,CASE,,2024-07-29,,
10999K,,CS,Bar Code,,18801104940242,WH 2023_05_09,,2024-07-29,,
10999K,,CS,Bar Code,,8801104940245,RETAIL 2023_05_09,,2024-07-29,,
11001K,,CS,Bar Code,,10769828221604,WH 2023_05_09,,2024-07-29,,
11001K,,CS,Bar Code,,769828221607,RETAIL 2023_05_09,,2024-07-29,,
11024K,,CS,Bar Code,,10769828940291,CASE,,2024-07-29,,
11024K,,CS,Bar Code,,769828940294,RETAIL,,2024-07-29,,
11025K,,CS,Bar Code,,10769828942691,,,2024-07-29,,
11025K,,CS,Bar Code,,769828942694,RETAIL,,2024-07-29,,
11026K,,CS,Bar Code,,10769828942660,,,2024-07-29,,
11026K,,CS,Bar Code,,769828942663,RETAIL,,2024-07-29,,
11049C,,CS,Bar Code,,06970729569109,,,2025-05-23,,
11049C,,CS,Bar Code,,6970729569116,RETAIL,,2025-05-23,,
12041K,,EA,Bar Code,,8809141980613,EACH,,2024-07-29,,
12103K,,CS,Bar Code,,565034,CS,,2024-07-29,,
12103K,,CS,Bar Code,,8165212103,EACH,,2024-07-29,,
12132K,,CS,Bar Code,,081652121329,RETAIL 2023_04_04,,2024-07-29,,
12132K,,CS,Bar Code,,10081652121326,WH 2023_04_04,,2024-07-29,,
12133K,,CS,Bar Code,,081652121336,RETAIL 2023_04_04,,2024-07-29,,
12133K,,CS,Bar Code,,10081652121333,WH 2023_04_04,,2024-07-29,,
12137K,,CS,Bar Code,,8801901021017,RETAIL 2023_04_04,,2024-07-29,,
12137K,,CS,Bar Code,,8801901021215,WH 2023_04_04,,2024-07-29,,
12139K,,CS,Bar Code,,081652121398,RETAIL 2023_04_04,,2024-07-29,,
12139K,,CS,Bar Code,,10081652121395,WH 2023_04_04,,2024-07-29,,
12142K,,CS,Bar Code,,18801901023117,CASE,,2024-07-29,,
12142K,,CS,Bar Code,,8801901023110,RETAIL,,2024-07-29,,
12165C,,BX,Bar Code,,081652121657,EACH,,2024-07-29,,
12166C,,BX,Bar Code,,081652121664,EACH,,2024-07-29,,
12168C,,BX,Bar Code,,081652121688,EACH,,2024-07-29,,
12169C,,BX,Bar Code,,20845332007310,CASE,,2024-07-29,,
12169C,,BX,Bar Code,,845332007316,EACH,,2024-07-29,,
12169C,,CS,Bar Code,,20845332007310,CASE,,2024-07-29,,
12259K,,CS,Bar Code,,081652122593,EACH,,2024-07-29,,
12301K,,CS,Bar Code,,8801250911106,EACH,,2025-04-15,,
12304K,,CS,Bar Code,,081652123040,RETAIL 2023_04_14,,2024-07-29,,
12304K,,CS,Bar Code,,10081652123047,WH 2023_04_14,,2024-07-29,,
12306K,,CS,Bar Code,,081652123064,RETAIL 2023_04_10,,2024-07-29,,
12306K,,CS,Bar Code,,10081652123061,WH 2023_04_10,,2024-07-29,,
12307K,,CS,Bar Code,,8801250921129,EACH,,2025-04-15,,
12314K,,CS,Bar Code,,8801250991221,EACH,,2025-04-15,,
12315K,,BX,Bar Code,,8802569100502,EACH,,2024-07-29,,
12321K,,CS,Bar Code,,081652123217,RETAIL 2023_04_04,,2024-07-29,,
12321K,,CS,Bar Code,,10081652123214,WH 2023_04_04,,2024-07-29,,
12322K,,CS,Bar Code,,081652123224,RETAIL 2023_04_04,,2024-07-29,,
12322K,,CS,Bar Code,,10081652123221,WH 2023_04_04,,2024-07-29,,
12327K,,CS,Bar Code,,081652123279,RETAIL 2023_04_04,,2024-07-29,,
12327K,,CS,Bar Code,,10081652123276,WH 2023_04_04,,2024-07-29,,
12337K,,CS,Bar Code,,081652123378,RETAIL 2023_04_04,,2024-07-29,,
12337K,,CS,Bar Code,,10081652123375,WH 2023_04_04,,2024-07-29,,
12402J,,EA,Bar Code,,4976654100563,RETAIL,,2024-07-29,,
12690K,,EA,Bar Code,,8802998024394,EA,,2024-07-29,,
12701J,,BX,Bar Code,,4901676001000,EACH,,2024-07-29,,
12701J,,BX,Bar Code,,4901676003004,EACH,,2024-07-29,,
13063K,,BX,Bar Code,,081652130635,EACH,,2024-07-29,,
13063K,,BX,Bar Code,,8809031234499,BOX,,2024-07-29,,
13064K,,BX,Bar Code,,081652130642,BOX,,2024-07-29,,
13064K,,BX,Bar Code,,8809031234307,EACH,,2024-07-29,,
13065K,,BX,Bar Code,,081652130659,BOX,,2024-07-29,,
13065K,,BX,Bar Code,,8809031234321,EACH,,2024-07-29,,
13191K,,CS,Bar Code,,0000002109235,WH 2023_04_14,,2024-07-29,,
13191K,,CS,Bar Code,,18801252046223,CASE,,2024-07-29,,
13191K,,CS,Bar Code,,8801252046226,RETAIL 2023_04_14,,2024-07-29,,
13192K,,CS,Bar Code,,0000002109279,WH 2023_04_10,,2024-07-29,,
13192K,,CS,Bar Code,,18801252046308,WH 2023_04_10,,2024-07-29,,
13192K,,CS,Bar Code,,8801252046301,RETAIL 2023_04_10,,2024-07-29,,
13193K,,CS,Bar Code,,0000002109280,WH 2023_04_10,,2024-07-29,,
13193K,,CS,Bar Code,,18801252046315,CASE,,2024-07-29,,
13193K,,CS,Bar Code,,8801252046318,RETAIL 2023_04_10,,2024-07-29,,
13300K,,CS,Bar Code,,645175522010,RETAIL,,2024-10-18,,
13300K,,CS,Bar Code,,645175920243,,,2024-10-18,,
13301K,,CS,Bar Code,,18801045892204,,,2024-11-16,,
13301K,,CS,Bar Code,,8801045892207,RETAIL,,2024-11-16,,
13302K,,CS,Bar Code,,18801045892242,,,2025-01-31,,
13302K,,CS,Bar Code,,8801045892245,RETAIL,,2025-01-31,,
13303K,,CS,Bar Code,,18801045892341,,,2024-11-16,,
13303K,,CS,Bar Code,,8801045892344,RETAIL,,2024-11-16,,
13304K,,CS,Bar Code,,18801045875535,,,2024-11-16,,
13304K,,CS,Bar Code,,8801045875538,RETAIL,,2024-11-16,,
13305K,,CS,Bar Code,,18801045917020,,,2025-01-31,,
13305K,,CS,Bar Code,,850033465075,RETAIL,,2025-01-31,,
13306K,,CS,Bar Code,,18801045892648,,,2024-11-16,,
13306K,,CS,Bar Code,,8801045892641,RETAIL,,2024-11-16,,
13307K,,CS,Bar Code,,645175420507,RETAIL,,2024-10-15,,
13307K,,CS,Bar Code,,645175920151,,,2024-10-15,,
13308K,,CS,Bar Code,,18809461730001,,,2024-07-01,,
13308K,,CS,Bar Code,,8809461730004,RETAIL,,2024-07-01,,
13309K,,CS,Bar Code,,18801045612611,,,2024-07-01,,
13309K,,CS,Bar Code,,8801045612614,RETAIL,,2024-07-01,,
13310K,,CS,Bar Code,,18801045490257,,,2024-11-16,,
13310K,,CS,Bar Code,,8801045491301,RETAIL,,2024-11-16,,
13311K,,CS,Bar Code,,18801045490264,,,2024-11-16,,
13311K,,CS,Bar Code,,8801045491400,RETAIL,,2024-11-16,,
13312K,,CS,Bar Code,,18801045490271,,,2024-11-16,,
13312K,,CS,Bar Code,,8801045491509,RETAIL,,2024-11-16,,
13313K,,CS,Bar Code,,18801045490288,,,2024-11-16,,
13313K,,CS,Bar Code,,8801045491608,RETAIL,,2024-11-16,,
13314K,,CS,Bar Code,,18801045490318,,,2024-11-16,,
13314K,,CS,Bar Code,,8801045492407,RETAIL,,2024-11-16,,
13315K,,CS,Bar Code,,18801045490325,,,2024-10-18,,
13315K,,CS,Bar Code,,8801045492506,RETAIL,,2024-10-18,,
13316K,,CS,Bar Code,,18801045490332,,,2024-11-16,,
13316K,,CS,Bar Code,,8801045492605,RETAIL,,2024-11-16,,
13317K,,CS,Bar Code,,18801045490356,,,2024-10-18,,
13317K,,CS,Bar Code,,8801045494302,RETAIL,,2024-10-18,,
13318K,,CS,Bar Code,,18801045490363,,,2025-03-21,,
13318K,,CS,Bar Code,,8801045494401,RETAIL,,2025-03-21,,
13319K,,CS,Bar Code,,18801045490370,,,2024-10-18,,
13319K,,CS,Bar Code,,8801045494500,RETAIL,,2024-10-18,,
13320K,,CS,Bar Code,,18801045370221,,,2024-10-18,,
13320K,,CS,Bar Code,,8801045370224,RETAIL,,2024-10-18,,
13321K,,CS,Bar Code,,18801045370115,,,2024-11-16,,
13321K,,CS,Bar Code,,8801045370118,RETAIL,,2024-11-16,,
14815K,,CS,Bar Code,,10192699000342,CASE,,2025-04-15,,
14815K,,CS,Bar Code,,192699000345,EACH,,2025-04-15,,
14815K,,CS,Bar Code,,192699000413,CASE,,2025-04-15,,
15819K,,CS,Bar Code,,18809452690260,CS,,2024-07-29,,
15820K,,CS,Bar Code,,0945269027,EACH,,2024-07-29,,
15820K,,CS,Bar Code,,18809452690277,CASE,,2024-11-01,,
15832K,,CS,Bar Code,,081652158325,RETAIL 2023_04_14,,2024-07-29,,
15832K,,CS,Bar Code,,10081652158322,CS,,2024-07-29,,
17300C,,CS,Bar Code,,081652173007,EACH,,2025-04-15,,
17300C,,CS,Bar Code,,10081652173004,CASE,,2025-04-15,,
17308K,,CS,Bar Code,,0000001105010,WH 2023_05_09,,2024-07-29,,
17308K,,CS,Bar Code,,081652173083,RETAIL 2023_05_09,,2024-07-29,,
17308K,,CS,Bar Code,,10081651173081,WH 2023_05_09,,2024-07-29,,
17309K,,CS,Bar Code,,0000001105011,WH 2023_05_09,,2024-07-29,,
17309K,,CS,Bar Code,,081652173090,RETAIL 2023_05_09,,2024-07-29,,
17309K,,CS,Bar Code,,10081651173098,WH 2023_05_09,,2024-07-29,,
19020J,,CS,Bar Code,,081652190202,EACH,,2024-07-29,,
19021J,,CS,Bar Code,,081652190219,EACH,,2024-07-29,,
19022J,,CS,Bar Code,,081652190226,EACH,,2024-07-29,,
19025J,,CS,Bar Code,,081652190257,EACH,,2024-07-29,,
19026K,,CS,Bar Code,,18801066651033,CASE,,2024-07-29,,
19026K,,CS,Bar Code,,8801066651035,EACH,,2024-07-29,,
19038J,,CS,Bar Code,,081652190387,EACH,,2024-07-29,,
19039J,,CS,Bar Code,,081652190394,EACH,,2024-07-29,,
19043J,,CS,Bar Code,,081652190431,EACH,,2024-07-29,,
19043J,,CS,Bar Code,,10081652190438,CASE,,2024-07-29,,
19045J,,CS,Bar Code,,081652190455,EACH,,2024-07-29,,
19046J,,CS,Bar Code,,081652190462,EACH,,2024-07-29,,
19067J,,CS,Bar Code,,081652190677,EACH,,2024-07-29,,
19070J,,CS,Bar Code,,081652190707,EACH,,2024-07-29,,
19071J,,CS,Bar Code,,081652190714,EACH,,2024-07-29,,
19073J,,CS,Bar Code,,081652190738,EACH,,2024-07-29,,
19075J,,CS,Bar Code,,081652190752,EACH,,2024-07-29,,
19077J,,CS,Bar Code,,081652190776,EACH,,2024-07-29,,
19089C,,CS,Bar Code,,081652190899,EACH,,2024-07-29,,
19090C,,CS,Bar Code,,081652190905,EACH,,2024-07-29,,
19090C,,CS,Bar Code,,10081652190902,CASE,,2024-07-29,,
19092K,,CS,Bar Code,,081652190929,EACH,,2024-07-29,,
19092K,,CS,Bar Code,,1008165219092,CASE,,2024-07-29,,
19101C,,CS,Bar Code,,081652191018,EACH,,2024-07-29,,
19101C,,CS,Bar Code,,10081652191015,CASE,,2024-07-29,,
19105J,,CS,Bar Code,,081652191056,EACH,,2024-07-29,,
19105J,,CS,Bar Code,,10081652191053,CASE,,2024-07-29,,
19107J,,CS,Bar Code,,081652191070,EACH,,2024-07-29,,
19107J,,CS,Bar Code,,10081652191077,CASE,,2024-07-29,,
19109K,,CS,Bar Code,,081652191094,EACH,,2024-07-29,,
19109K,,CS,Bar Code,,10081652191091,CASE,,2024-07-29,,
19113K,,CS,Bar Code,,081652191131,EACH,,2024-07-29,,
19113K,,CS,Bar Code,,10081652191138,cs,,2024-07-29,,
19117K,,CS,Bar Code,,18801066650203,CASE,,2024-07-29,,
19117K,,CS,Bar Code,,8801066650206,EACH,,2024-07-29,,
19118K,,CS,Bar Code,,081652191186,EACH,,2024-07-29,,
19118K,,CS,Bar Code,,10081652191183,CASE,,2024-07-29,,
19121J,,CS,Bar Code,,081652191216,EACH,,2024-07-29,,
19121J,,CS,Bar Code,,10081652191213,CASE,,2024-07-29,,
